2294,"Express Tours",\N,"","XTO","EXPRESS TOURS","Canada","N"
2295,"ExpressJet",\N,"XE","BTA","JET LINK","United States","Y"
2296,"Exxavia Limited",\N,"","JTM","SKYMAN","Ireland","N"
2297,"easyJet","EasyJet Airline","U2","EZY","EASY","United Kingdom","Y"
2298,"NetJets",\N,"","EJA","","United States","N"
2299,"F.S. Air Service",\N,"","EYE","SOCKEYE","United States","N"
2300,"FAI Airservice",\N,"","IFA","RED ANGLE","Germany","N"
2301,"FINFO Flight Inspection Aircraft",\N,"","FLC","FLIGHT CHECK","United States","N"
2302,"FLM Aviation Mohrdieck",\N,"","FKI","KIEL AIR","Germany","N"
2303,"FLTPLAN",\N,"","DCM","DOT COM","United States","N"
2304,"FLowair Aviation",\N,"","FLW","QUICKFLOW","France","N"
2305,"FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt",\N,"","FMG","HUSKY","Germany","N"
2306,"FR Aviation",\N,"","FRA","RUSHTON","United Kingdom","N"
2307,"FSB Flugservice & Development",\N,"","FSB","SEABIRD","Germany","N"
2308,"FSH Luftfahrtunternehmen",\N,"","LEJ","LEIPZIG FAIR","Germany","N"
2309,"Fab Air",\N,"","FBA","FAB AIR","Kyrgyzstan","N"
2310,"Facts Air",\N,"","FCS","MEXFACTS","Mexico","N"
2311,"Fair Aviation",\N,"","FAV","FAIRAVIA","South Africa","N"
2312,"Fair Wind Air Charter",\N,"","FWD","FAIR WIND","United Arab Emirates","N"
2313,"Fairlines",\N,"","FLS","FAIRLINE","Netherlands","N"
2314,"Fairoaks Flight Centre",\N,"","FFC","FAIROAKS","United Kingdom","N"
2315,"Fairways Corporation",\N,"","FWY","FAIRWAYS","United States","N"
2316,"Falcon Air",\N,"","FCN","FALCON","Sweden","N"
2317,"Falcon Air",\N,"","FAR","FALCAIR","Slovenia","N"
2318,"Falcon Air Express",\N,"","FAO","PANTHER","United States","N"
2319,"Falcon Airline",\N,"","FAU","FALCON AIRLINE","Nigeria","N"
2320,"Falcon Aviation",\N,"IH","","","Sweden","N"
2321,"Falcon Aviation Services",\N,"","FVS","FALCON AVIATION","United Arab Emirates","N"
2322,"Falcon Jet Centre",\N,"","FJC","FALCONJET","United Kingdom","N"
2323,"Falwell Aviation",\N,"","FAW","FALWELL","United States","N"
2324,"Far Eastern Air Transport",\N,"EF","EFA","Far Eastern","Taiwan","Y"
2325,"Farmingdale State University",\N,"","FDL","FARMINGDALE STATE","United States","N"
2326,"Farnair Hungary",\N,"","FAH","BLUE STRIP","Hungary","N"
2327,"Farnair Netherlands",\N,"","FRN","FARNED","Netherlands","N"
2328,"Farnair Switzerland",\N,"","FAT","FARNER","Switzerland","N"
2329,"Farnas Aviation Services",\N,"","RAF","FARNAS","Sudan","N"
2330,"Faroecopter",\N,"","HBL","HELIBLUE","Denmark","N"
2331,"Faroejet",\N,"F6","RCK","ROCKROSE","Faroe Islands","N"
2332,"Farwest Airlines",\N,"","FRW","FARWEST","United States","N"
2333,"Faso Airways",\N,"F3","FSW","FASO","Burkina Faso","N"
2334,"Fast Helicopters",\N,"","FHL","FINDON","United Kingdom","N"
2335,"Fayban Air Services",\N,"","FAY","FAYBAN AIR","Nigeria","N"
2336,"Fayetteville Flying Service and Scheduled Skyways System",\N,"","SKM","SKYTEM","United States","N"
2337,"Federal Air",\N,"","FDR","FEDAIR","South Africa","N"
2338,"Federal Airlines",\N,"","FLL","FEDERAL AIRLINES","Sweden","N"
2339,"Federal Armed Forces",\N,"","DCN","DIPLOMATIC CLEARANCE","Germany","N"
2340,"Federal Armored Service",\N,"","FRM","FEDARM","United States","N"
2341,"Federal Aviation Administration",\N,"","NHK","NIGHTHAWK","United States","N"
2342,"Federal Express",\N,"FX","FDX","FEDEX","United States","N"
2343,"Feniks Airline",\N,"","FNK","AURIKA","Kazakhstan","N"
2344,"Feria Aviacion",\N,"","FER","FERIA","Spain","N"
2345,"Fika Salaama Airlines",\N,"N8","HGK","SALAAMA","Uganda","N"
2346,"Finalair Congo",\N,"4S","FNC","FINALAIR CONGO","Republic of the Congo","N"
2347,"Financial Airxpress",\N,"","FAK","FACTS","United States","N"
2348,"Fine Airlines",\N,"","FBF","FINE AIR","United States","N"
2349,"Finist'air",\N,"","FTR","FINISTAIR","France","N"
2350,"Finnair",\N,"AY","FIN","FINNAIR","Finland","Y"
2351,"Finncomm Airlines",\N,"FC","WBA","WESTBIRD","Finland","Y"
2352,"Finnish Air Force",\N,"","FNF","FINNFORCE","Finland","N"
2353,"Firefly",\N,"FY","FFM","FIREFLY","Malaysia","Y"
2354,"First Air",\N,"7F","FAB","","Canada","Y"
2355,"First Air Transport",\N,"","JRF","","Japan","N"
2356,"First Cambodia Airlines",\N,"","FCC","FIRST CAMBODIA","Cambodia","N"
2357,"First Choice Airways",\N,"DP","FCA","JETSET","United Kingdom","Y"
2358,"First City Air",\N,"","MBL","FIRST CITY","United Kingdom","N"
2359,"First Flying Squadron",\N,"","GGA","JAWJA","United States","N"
2360,"First Line Air",\N,"","FIR","FIRSTLINE AIR","Sierra Leone","N"
2361,"First Sabre",\N,"","FTS","FIRST SABRE","Mexico","N"
2362,"Fischer Air",\N,"8F","FFR","FISCHER","Czech Republic","N"
2363,"Fischer Air Polska",\N,"","FFP","FLYING FISH","Poland","N"
2364,"Flagship Express Services",\N,"","FSX","FLAG","United States","N"
2365,"Flair Airlines",\N,"","FLE","FLAIR","Canada","N"
2366,"Flamenco Airways",\N,"","WAF","FLAMENCO","United States","N"
2367,"Flamingo Air",\N,"","FMR","FLAMINGO AIR","United States","N"
2368,"Flamingo Air-Line",\N,"","FLN","ILIAS","Kazakhstan","N"
2369,"Flash Airlines",\N,"","FSH","FLASH","Egypt","N"
2370,"Fleet Requirements Air Direction Unit",\N,"","BWY","BROADWAY","United Kingdom","N"
2371,"Fleetair",\N,"","FLR","FLEETAIR","South Africa","N"
2372,"Flexair",\N,"","FXY","FLEXY","Netherlands","N"
2373,"Flexflight",\N,"","FXT","","Denmark","N"
2374,"Flight Alaska",\N,"","TUD","TUNDRA","United States","N"
2375,"Flight Calibration Service",\N,"","FCK","NAV CHECKER","Germany","N"
2376,"Flight Centre Victoria",\N,"","FCV","NAVAIR","Canada","N"
2377,"Flight Corporation",\N,"","FCP","FLIGHTCORP","New Zealand","N"
2378,"Flight Dispatch Services",\N,"","FDP","","Poland","N"
2379,"Flight Express",\N,"","FLX","FLIGHT EXPRESS","United States","N"
2380,"Flight Inspection Center of the General Administration of Civil Aviation in China",\N,"","CFI","CHINA JET","China","N"
2381,"Flight Inspections and Systems",\N,"","LTS","SPECAIR","Russia","N"
2382,"Flight International",\N,"","IVJ","INVADER JACK","United States","N"
2383,"Flight Line",\N,"","MIT","MATCO","United States","N"
2384,"Flight Ops International",\N,"","FOI","","United States","N"
2385,"Flight Options",\N,"","OPT","OPTIONS","United States","N"
2386,"Flight Precision Limited",\N,"","CLB","CALIBRATOR","United Kingdom","N"
2387,"Flight Safety Limited",\N,"","FSL","FLIGHTSAFETY","United Kingdom","N"
2388,"Flight Support Sweden",\N,"","FSU","","Sweden","N"
2389,"Flight Trac",\N,"","CCK","CABLE CHECK","United States","N"
2390,"Flight Training Europe",\N,"","AYR","CYGNET","Spain","N"
2391,"Flight West Airlines",\N,"","FWQ","","Australia","N"
2392,"Flight-Ops International",\N,"","KLO","KLONDIKE","Canada","N"
2393,"Flightcraft",\N,"","CSK","CASCADE","United States","N"
2394,"Flightexec",\N,"","FEX","FLIGHTEXEC","Canada","N"
2395,"Flightline",\N,"B5","FLT","FLIGHTLINE","United Kingdom","Y"
2396,"Flightpass Limited",\N,"","FPS","FLIGHTPASS","United Kingdom","N"
2397,"Flightstar Corporation",\N,"","FSR","FLIGHTSTAR","United States","N"
2398,"Flightworks",\N,"","KDZ","KUDZU","United States","N"
2399,"Flint Aviation Services",\N,"","FAZ","FLINT AIR","United States","N"
2400,"Florida Air",\N,"","OJY","OHJAY","United States","N"
2401,"Florida Coastal Airlines",\N,"PA","FCL","FLORIDA COASTAL","United States","N"
2402,"Florida Department of Agriculture",\N,"","FFS","FORESTRY","United States","N"
2403,"Florida Jet Service",\N,"","FJS","FLORIDAJET","United States","N"
2404,"Florida West International Airways",\N,"RF","FWL","FLO WEST","United States","Y"
2405,"Flugdienst Fehlhaber",\N,"","FFG","WITCHCRAFT","Germany","N"
2406,"Flugschule Basel",\N,"","FLU","YELLOW FLYER","Switzerland","N"
2407,"Flugschule Eichenberger",\N,"","EZB","EICHENBURGER","Switzerland","N"
2408,"Flugwerkzeuge Aviation Software",\N,"","FWZ","","Austria","N"
2409,"Fly Air",\N,"F2","FLM","FLY WORLD","Turkey","N"
2410,"Fly CI Limited",\N,"","FCT","DEALER","United Kingdom","N"
2411,"Fly Europa Limited",\N,"","FEE","FLY EURO","United Kingdom","N"
2412,"Fly Excellent",\N,"","FXL","FLY EXCELLENT","Sweden","N"
2413,"Fly International Airways",\N,"","NVJ","NOUVINTER","Tunisia","N"
2414,"Fly Line",\N,"","FIL","FLYLINE","Spain","N"
2415,"Fly Me Sweden",\N,"SH","FLY","FLYBIRD","Sweden","N"
2416,"Fly Wex",\N,"","IAD","FLYWEX","Italy","N"
2417,"AirAsia X","FlyAsianXpress","D7","XAX","XANADU","Malaysia","Y"
2418,"FlyLal",\N,"TE","LIL","LITHUANIA AIR","Lithuania","Y"
2419,"FlyNordic",\N,"LF","NDC","NORDIC","Sweden","Y"
2420,"Flybaboo",\N,"F7","BBO","BABOO","Switzerland","Y"
2421,"Flybe",\N,"BE","BEE","JERSEY","United Kingdom","Y"
2422,"Flycolumbia",\N,"","FCE","FLYCOLUMBIA","Spain","N"
2423,"Flycom",\N,"","FLO","FLYCOM","Slovenia","N"
2424,"Flygaktiebolaget Gota Vingar",\N,"","GVG","BLUECRAFT","Sweden","N"
2425,"Flyglobespan",\N,"B4","GSM","GLOBESPAN","United Kingdom","Y"
2426,"Flygprestanda",\N,"","FPA","","Sweden","N"
2427,"Flygtransporter I Nykoping",\N,"","ETS","EXTRANS","Sweden","N"
2428,"Flyguppdraget Backamo",\N,"","INU","INSTRUCTOR","Sweden","N"
2429,"Flyhy Cargo Airlines",\N,"","FYH","FLY HIGH","Thailand","Y"
2430,"Flying Carpet Company",\N,"","FCR","FLYING CARPET","Lebanon","N"
2431,"Flying Service",\N,"","FYG","FLYING GROUP","Belgium","N"
2432,"Flying-Research Aerogeophysical Center",\N,"","FGP","FLYING CENTER","Russia","N"
2433,"Flylink Express",\N,"","FLK","FLYLINK","Spain","N"
2434,"Flyteam Aviation",\N,"","FTM","FLYTEAM","United Kingdom","N"
2435,"Focus Air",\N,"","FKS","FOCUS","United States","N"
2436,"Fokker",\N,"","FOP","","Netherlands","N"
2437,"Fonnafly",\N,"","NOF","FONNA","Norway","N"
2438,"Ford Motor Company",\N,"","FOB","FORDAIR","United Kingdom","N"
2439,"Formosa Airlines",\N,"VY","FOS","","Taiwan","Y"
2440,"Formula One Management",\N,"","FOR","FORMULA","United Kingdom","N"
2441,"Forth and Clyde Helicopter Services",\N,"","FHS","HELISCOT","United Kingdom","N"
2442,"Fortunair Canada",\N,"","FXC","AIR FUTURE","Canada","N"
2443,"Forward Air International Airlines",\N,"BN","","","United States","N"
2444,"Foster Aviation",\N,"","FSA","FOSTER-AIR","United States","N"
2445,"Foster Yeoman",\N,"","JFY","YEOMAN","United Kingdom","N"
2446,"Fotografia F3",\N,"","FTE","FOTOGRAFIA","Spain","N"
2447,"Four Island Air",\N,"","FIA","ISLANDAIR","Antigua and Barbuda","N"
2448,"Four Star Aviation / Four Star Cargo",\N,"HK","FSC","FOUR STAR","United States","N"
2449,"Four Winds Aviation",\N,"","WDS","WINDS","United States","N"
2450,"Foxair",\N,"","FXR","WILDFOX","Italy","N"
2451,"France Douanes",\N,"","FDO","FRENCH CUSTOM","France","N"
2452,"Free Bird Airlines",\N,"","FHY","FREE BIRD","Turkey","N"
2453,"Freedom Air",\N,"","FOM","FREE AIR","New Zealand","N"
2454,"Freedom Air",\N,"FP","FRE","FREEDOM","United States","Y"
2455,"Freedom Air Services",\N,"","FFF","INTER FREEDOM","Nigeria","N"
2456,"Freedom Airlines",\N,"","FRL","FREEDOM AIR","United States","Y"
2457,"Freedom Airways",\N,"","FAS","FREEDOM AIRWAYS","Cyprus","N"
2458,"Freeway Air",\N,"","FWC","FREEWAY","Netherlands","N"
2459,"Freight Runners Express",\N,"","FRG","FREIGHT RUNNERS","United States","N"
2460,"Force Aerienne Francaise",\N,"","FAF","FRENCH AIR FORCE","France","N"
2461,"Aviation Legere De L'Armee De Terre",\N,"","FMY","FRENCH ARMY","France","N"
2462,"France Marine Nationale",\N,"","FNY","FRENCH NAVY","France","N"
2463,"Fresh Air",\N,"","FRR","FRESH AIR","Nigeria","N"
2464,"Freshaer",\N,"","FAE","WILDGOOSE","United Kingdom","N"
2465,"Friendship Air Alaska",\N,"","FAL","FRIENDSHIP","United States","N"
2466,"Friendship Airlines",\N,"","FLF","FRIEND AIR","Uganda","N"
2467,"Froggy Corporate Aviation",\N,"","FGY","","Australia","N"
2468,"Frontier Airlines",\N,"F9","FFT","FRONTIER FLIGHT","United States","Y"
2469,"Frontier Commuter",\N,"","ITR","OUT BACK","United States","N"
2470,"Frontier Flying Service",\N,"2F","FTA","FRONTIER-AIR","United States","Y"
2471,"Frontier Guard",\N,"","FNG","FINNGUARD","Finland","N"
2472,"Fujairah Aviation Centre",\N,"","FUJ","FUJAIRAH","United Arab Emirates","N"
2473,"Fujian Airlines",\N,"","CFJ","FUJIAN","China","N"
2474,"Full Express",\N,"","GAX","GRAND AIRE","United States","N"
2475,"Fumigacion Aerea Andaluza",\N,"","FAM","FAASA","Spain","N"
2476,"Fun Flying Thai Air Service",\N,"","FFY","FUN FLYING","Thailand","N"
2477,"Fundació Rego",\N,"","ROG","REGO","Spain","N"
2478,"Funtshi Aviation Service",\N,"","FUN","FUNTSHI","Democratic Republic of the Congo","N"
2479,"Futura Gael",\N,"","FGL","Applewood","Ireland","N"
2480,"Futura International Airways",\N,"FH","FUA","FUTURA","Spain","N"
2481,"G & L Aviation",\N,"","GML","GEEANDEL","South Africa","N"
2482,"G5 Executive",\N,"","EXH","BATMAN","Germany","N"
2483,"GAK/Mitchell Aero",\N,"","MTA","GAK AVIATION","United States","N"
2484,"GATSA",\N,"","GGS","GATSA","Mexico","N"
2485,"GB Airlink",\N,"","GBX","ISLAND TIGER","United States","N"
2486,"GB Airways",\N,"GT","GBL","GEEBEE AIRWAYS","United Kingdom","Y"
2487,"GCS Air Service",\N,"","GCS","GALION","United States","N"
2488,"GEC Marconi Avionics",\N,"","FFU","FERRANTI","United Kingdom","N"
2489,"GECAS",\N,"","GCC","GECAS","Ireland","N"
2490,"GENSA",\N,"","GEN","GENSA-BRASIL","Brazil","N"
2491,"GETRA",\N,"","GET","GETRA","Equatorial Guinea","N"
2492,"GFW Aviation",\N,"","GFW","","Australia","N"
2493,"GH Stansted Limited",\N,"","GHI","","United Kingdom","N"
2494,"GM Helicopters",\N,"","GMG","GEE-EM HELICOPTERS","Latvia","N"
2495,"GP Express Airlines",\N,"","GPE","REGIONAL EXPRESS","United States","N"
2496,"GPM Aeroservicio",\N,"","GPR","GPM AEROSERVICIO","Mexico","N"
2497,"GR-Avia",\N,"","GIB","GRAVIA","Guinea","N"
2498,"GST Aero Aircompany",\N,"","BMK","MURAT","Kazakhstan","N"
2499,"GTA Air",\N,"","GTX","BIG-DEE","United States","N"
2500,"Ga-Ma Helicoptere",\N,"","GAH","GAMHELICO","France","N"
2501,"Gabon Express",\N,"","GBE","GABEX","Gabon","N"
2502,"Gabon-Air-Transport",\N,"","GRT","","Gabon","N"
2503,"Gacela Air Cargo",\N,"","GIG","GACELA AIR","Mexico","N"
2504,"Gail Force Express",\N,"","GFC","GAIL FORCE","United States","N"
2505,"Gain Jet Aviation",\N,"","GNJ","HERCULES JET","Greece","N"
2506,"Galair International",\N,"","SWF","GALAIR","United Kingdom","N"
2507,"Galaircervis",\N,"","GLS","GALS","Ukraine","N"
2508,"Galaxy Air",\N,"7O","GAL","GALAXY","Kyrgyzstan","N"
2509,"Galaxy Airlines",\N,"","GXY","GALAX","Japan","N"
2510,"Galena Air Service",\N,"","GAS","GALENA AIR SERVICE","United States","N"
2511,"Galileo International",\N,"1G","","","United States","N"
2512,"Gama Aviation",\N,"","GMA","GAMA","United Kingdom","N"
2513,"Gambia International Airlines",\N,"GC","GNR","GAMBIA INTERNATIONAL","Gambia","N"
2514,"Gambia New Millennium Air",\N,"","NML","NEWMILL","Gambia","N"
2515,"Gamisa Aviacion",\N,"","GMJ","GAMISA","Spain","N"
2516,"Gandalf Airlines",\N,"G7","GNF","Gandalf","Italy","N"
2517,"Gander Aviation",\N,"","GAN","GANAIR","Canada","N"
2518,"Garden State Airlines",\N,"","GSA","GARDEN STATE","United States","N"
2519,"Garrison Aviation",\N,"","AHM","AIR HURON","Canada","N"
2520,"Garuda Indonesia",\N,"GA","GIA","INDONESIA","Indonesia","Y"
2521,"Gatari Hutama Air Services",\N,"","GHS","GATARI","Indonesia","N"
2522,"Gauteng Air Cargo",\N,"","EGO","GAUTENG","South Africa","N"
2523,"Gavina",\N,"","GVN","GAVINA","Spain","N"
2524,"Gazpromavia",\N,"4G","GZP","GAZPROMAVIA","Russia","Y"
2525,"Geesair",\N,"","GEE","GEESAIR","Canada","N"
2526,"Gemini Air Cargo",\N,"GR","GCO","GEMINI","United States","N"
2527,"Gendall Air",\N,"","GAB","GENDALL","Canada","N"
2528,"Gendarmerie Belge",\N,"","GDB","BELGIAN GENERMERIE","Belgium","N"
2529,"Gendarmie Nationale",\N,"","FGN","FRANCE GENDARME","France","N"
2530,"General Aerospace",\N,"","SWK","SKYWALKER","Canada","N"
2531,"General Airways",\N,"","GWS","GENAIR","South Africa","N"
2532,"General Aviation",\N,"","GNZ","GONZO","Poland","N"
2533,"General Aviation Flying Services",\N,"","GTH","GOTHAM","United States","N"
2534,"General Aviation Terminal",\N,"","XGA","","Canada","N"
2535,"General Motors",\N,"","GMC","GENERAL MOTORS","United States","N"
2536,"Genex",\N,"","GNX","","Belarus","N"
2537,"Geographic Air Surveys",\N,"","GSL","SURVEY-CANADA","Canada","N"
2538,"Georgian Airways",\N,"A9","TGZ","TAMAZI","Georgia","Y"
2539,"Georgian Aviation Federation",\N,"","FGA","GEORGIA FED","Georgia","N"
2540,"Georgian Cargo Airlines Africa",\N,"","GGF","GEORGIAN AFRICA","Senegal","N"
2541,"Georgian National Airlines",\N,"QB","GFG","NATIONAL","Georgia","Y"
2542,"DLR",\N,"","GPL","GERMAN POLAR","Germany","N"
2543,"German Air Force",\N,"","GAF","GERMAN AIR FORCE","Germany","N"
2544,"German Army",\N,"","GAM","GERMAN ARMY","Germany","N"
2545,"German Navy",\N,"","GNY","GERMAN NAVY","Germany","N"
2546,"German Sky Airlines",\N,"","GHY","GERMAN SKY","Germany","N"
2547,"Germania",\N,"ST","GMI","GERMANIA","Germany","Y"
2548,"Germanwings",\N,"4U","GWI","GERMAN WINGS","Germany","Y"
2549,"Gerry's Dnata",\N,"","GDN","","Pakistan","N"
2550,"Gesekkschaft Fur Flugzieldarstellung",\N,"","GFD","KITE","Germany","N"
2551,"Gestair",\N,"GP","GES","GESTAIR","Spain","N"
2552,"Gestar",\N,"","GTR","STAR GESTAR","Chile","N"
2553,"Gestion Aerea Ajecutiva",\N,"","GJT","BANJET","Spain","N"
2554,"Ghadames Air Transport",\N,"","GHT","","Libya","N"
2555,"Ghana Airways",\N,"","GHA","GHANA","Ghana","N"
2556,"Ghana International Airlines",\N,"G0","GHB","GHANA AIRLINES","Ghana","Y"
2557,"Gibson Aviation",\N,"","NTC","NIGHT CHASE","United States","N"
2558,"Global Air Charter",\N,"","RPS","RESPONSE","United States","N"
2559,"Global Air Operations",\N,"","GAG","GLOBAL AIRGROUP","Comoros","N"
2560,"Global Air Services Nigeria",\N,"","GBS","GLOBAL SERVE","Nigeria","N"
2561,"Global Aircargo",\N,"","GLC","","Bahrain","N"
2562,"Global Airways",\N,"","BSP","","Democratic Republic of Congo","N"
2563,"Global Aviation Operations",\N,"","GBB","GLOBE","South Africa","N"
2564,"Global Aviation and Services Group",\N,"","GAK","AVIAGROUP","Libya","N"
2565,"Global Georgian Airways",\N,"","GGZ","GLOBAL GEORGIAN","Georgia","N"
2566,"Global Jet Austria",\N,"","GLJ","GLOBAL AUSTRIA","Austria","N"
2567,"Global Jet Corporation",\N,"","NSM","THUNDERCLOUD","United States","N"
2568,"Global Jet Luxembourg",\N,"","SVW","SILVER ARROWS","Luxembourg","N"
2569,"Global Sky Aircharter",\N,"","GSK","GLOBAL SKY","United States","N"
2570,"Global Supply Systems",\N,"","GSS","JET LIFT","United Kingdom","N"
2571,"Global System",\N,"","XGS","","United States","N"
2572,"Global Weather Dynamics",\N,"","XGW","","United States","N"
2573,"Global Wings",\N,"","GLW","","Japan","N"
2574,"Globe Jet",\N,"","GJA","","Lebanon","N"
2575,"Go Air",\N,"G8","GOW","GOAIR","India","Y"
2576,"Go One Airways",\N,"GK","","","United Kingdom","N"
2577,"GoJet Airlines",\N,"G7","GJS","GATEWAY","United States","Y"
2578,"Gobierno De Guinea Ecuatorial",\N,"","GGE","","Equatorial Guinea","N"
2579,"Gof-Air",\N,"","GOF","GOF-AIR","Mexico","N"
2580,"Gofir",\N,"","GOI","SWISS HAWK","Switzerland","N"
2581,"Gol Transportes Aéreos",\N,"G3","GLO","GOL TRANSPORTE","Brazil","Y"
2582,"Gold Belt Air Transport",\N,"","GBT","GOLD BELT","Canada","N"
2583,"GoldAir",\N,"","GDA","AIR PARTNER","United Kingdom","N"
2584,"Goldeck-Flug",\N,"","GDK","GOLDECK FLUG","Austria","N"
2585,"Golden Air",\N,"DC","GAO","GOLDEN","Sweden","Y"
2586,"Golden Airlines",\N,"","GDD","GOLDEN AIRLINES","United States","N"
2587,"Golden Pacific Airlines",\N,"","GPA","GOLDEN PAC","United States","N"
2588,"Golden Rule Airlines",\N,"","GRS","GOLDEN RULE","Kyrgyzstan","N"
2589,"Golden Star Air Cargo",\N,"","GLD","GOLDEN STAR","Sudan","N"
2590,"Goldfields Air Services",\N,"","GOS","","Australia","N"
2591,"Golfe Air Quebec",\N,"","GAQ","GOLFAIR","Canada","N"
2592,"Goliaf Air",\N,"","GLE","GOLIAF AIR","Sao Tome and Principe","N"
2593,"Gomel Airlines",\N,"","GOM","GOMEL","Belarus","N"
2594,"Goodridge (UK) Limited",\N,"","RDR","RED STAR","United Kingdom","N"
2595,"Gorkha Airlines",\N,"G1","IKA","GORKHA AIRLINES","Nepal","N"
2596,"Gorlitsa Airlines",\N,"","GOR","GORLITSA","Ukraine","N"
2597,"Government Flying Service",\N,"","HKG","HONGKONG GOVERNMENT","Hong Kong SAR of China","N"
2598,"Government of Zambia Communications Flight",\N,"","GRZ","COM FLIGHT","Zambia","N"
2599,"Grampian Flight Centre",\N,"","HLD","GRANITE","United Kingdom","N"
2600,"Granada Aviacion",\N,"","GAV","GRANAVI","Spain","N"
2601,"Grand Aire Express",\N,"","GAE","GRAND EXPRESS","United States","N"
2602,"Grand Airways",\N,"","GND","GRAND VEGAS","United States","N"
2603,"Grand Canyon Airlines",\N,"","CVU","CANYON VIEW","United States","N"
2604,"Grant Aviation",\N,"GS","GUN","HOOT","United States","N"
2605,"Grantex Aviation",\N,"","LMK","LANDMARK","United Kingdom","N"
2606,"Great American Airways",\N,"","GRA","GREAT AMERICAN","United States","N"
2607,"Great Lakes Airlines",\N,"ZK","GLA","LAKES AIR","United States","Y"
2608,"Great Lakes Airways (Uganda)",\N,"","GLU","LAKES CARGO","Uganda","N"
2609,"Great Plains Airlines",\N,"","GRP","GREAT PLAINS","United States","N"
2610,"Great Wall Airlines",\N,"IJ","GWL","GREAT WALL","China","N"
2611,"Great Western Air",\N,"","GWA","G-W AIR","United States","N"
2612,"Hellenic Air Force",\N,"","HAF","HELLENIC AIR FORCE","Greece","N"
2613,"Greek Navy",\N,"","HNA","HELLENIC NAVY","Greece","N"
2614,"Griffin Aviation",\N,"","GFF","GRIFFIN AIR","Cyprus","N"
2615,"Grixona",\N,"","GXA","GRIXONA","Moldova","N"
2616,"Grizodubova Air Company",\N,"","GZD","GRIZODUBOVA AIR","Russia","N"
2617,"Grossmann Air Service",\N,"","HTG","GROSSMANN","Austria","N"
2618,"Grossmann Jet Service",\N,"","GSJ","GROSSJET","Czech Republic","N"
2619,"Ground Handling Service de Mexico",\N,"","GHV","GROUND HANDLING","Mexico","N"
2620,"Grup Air-Med",\N,"","GPM","GRUPOMED","Spain","N"
2621,"Grupo De Aviacion Ejecutiva",\N,"","EJC","GRUPOEJECUTIVA","Mexico","N"
2622,"Grupo TACA","TACA","TA","TAT","TACA-COSTARICA","Costa Rica","Y"
2623,"Grupo Vuelos Mediterraneo",\N,"","VMM","VUELOS MED","Spain","N"
2624,"Grupoaereo Monterrey",\N,"","GMT","GRUPOMONTERREY","Mexico","N"
2625,"Guard Systems",\N,"","GSY","GUARD AIR","Norway","N"
2626,"Guine Bissaur Airlines",\N,"G6","BSR","BISSAU AIRLINES","Guinea-Bissau","N"
2627,"Guinea Airways",\N,"","GIJ","GUINEA AIRWAYS","Guinea","N"
2628,"Guinea Cargo",\N,"","GNC","GUINEA CARGO","Equatorial Guinea","N"
2629,"Guinee Airlines",\N,"J9","GIF","GUINEE AIRLINES","Guinea","N"
2630,"Guinea Ecuatorial Airlines",\N,"","GEA","GEASA","Equatorial Guinea","N"
2631,"Guinee Paramount Airlines",\N,"","GIQ","GUIPAR","Guinea","N"
2632,"Guizhou Airlines",\N,"","CGH","GUIZHOU","China","N"
2633,"Guja",\N,"","GUS","GUJA","Mexico","N"
2634,"Gujarat Airways",\N,"G8","GUJ","GUJARATAIR","India","N"
2635,"Gulf & Caribbean Cargo / Contract Air Cargo",\N,"","TSU","TRANSAUTO","United States","N"
2636,"Gulf African Airlines - Gambia",\N,"","GUF","GULF AFRICAN","","N"
2637,"Gulf Air",\N,"","GFA","GULF AIR","Oman","Y"
2638,"Gulf Air Bahrain",\N,"GF","GBA","GULF BAHRAIN","Bahrain","Y"
2639,"Gulf Air Inc",\N,"","GAT","GULF TRANS","United States","N"
2640,"Gulf Central Airlines",\N,"","GCN","GULF CENTRAL","United States","N"
2641,"Gulf Flite Center",\N,"","SFY","SKY FLITE","United States","N"
2642,"Gulf Pearl Air Lines",\N,"","GPC","AIR GULFPEARL","Libya","N"
2643,"Gulfstream Aerospace",\N,"","GLF","GULFSTREAM TEST","United States","N"
2644,"Gulfstream Airlines",\N,"","GFS","GULFSTAR","United States","N"
2645,"Gulfstream International Airlines",\N,"","GFT","GULF FLIGHT","United States","Y"
2646,"Gull Air",\N,"","GUL","GULL-AIR","United States","N"
2647,"Gum Air",\N,"","GUM","GUM AIR","Suriname","N"
2648,"Guneydogu Havacilik Isletmesi",\N,"","GDH","RISING SUN","Turkey","N"
2649,"Guyana Airways 2000",\N,"GY","","","","N"
2650,"Gwyn Aviation",\N,"","GWN","GWYN","United Kingdom","N"
2651,"HC Airlines",\N,"","HLA","HEAVYLIFT","United Kingdom","N"
2652,"HPM Investments",\N,"","HWD","FLITEWISE","United Kingdom","N"
2653,"HT Helikoptertransport",\N,"","KTR","COPTER TRANS","Sweden","N"
2654,"HTA Helicopteros",\N,"","AHT","HELIAPRA","Portugal","N"
2656,"Hadison Aviation",\N,"","FMS","HADI","United States","N"
2657,"Hageland Aviation Services",\N,"H6","HAG","HAGELAND","United States","Y"
2658,"Hagondale Limited",\N,"","POW","AIRNET","United Kingdom","N"
2659,"Hahn Air",\N,"HR","HHN","ROOSTER","Germany","N"
